,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,age
233,Mahindra XUV500,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,Mahindra,10
234,Toyota Innova,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,200.0,7,Toyota,9
235,Maruti Swift,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,Maruti,9
236,Honda Amaze,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,110.0,5,Honda,3
237,Hyundai i10,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5,Hyundai,13
238,Maruti Swift,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,Maruti,8
239,Maruti Ertiga,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7,Maruti,6
240,Hyundai Getz,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,11.8,5,Hyundai,14
241,Hyundai i20,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,11.4,5,Hyundai,10
242,Maruti Swift,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,113.0,5,Maruti,7
243,Tata Indica,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4,5,Tata,9
244,Hyundai i20,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,5
245,Maruti Ignis,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,190.0,5,Maruti,5
246,Tata Hexa,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,400.0,7,Tata,5
247,Mahindra Marazzo,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,8,Mahindra,3
248,Hyundai Verna,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,259.9,5,Hyundai,9
249,Maruti Swift,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,Maruti,10
250,Maruti Swift,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,Maruti,10
251,Honda City,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5,Honda,7
252,Maruti Swift,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,Maruti,10
253,Hyundai Xcent,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.25,5,Hyundai,5
254,Toyota Fortuner,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343.0,7,Toyota,11
255,Tata Tiago,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,Tata,6
256,Nissan Sunny,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,134.0,5,Nissan,9
257,Hyundai Elite,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5,Hyundai,3
258,Maruti Swift,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,Maruti,7
259,Toyota Innova,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7,Toyota,11
260,Mahindra Thar,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6,Mahindra,5
261,Maruti Swift,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,Maruti,10
262,Maruti Swift,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,Maruti,8
263,Datsun GO,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104.0,5,Datsun,3
264,Hyundai i20,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,219.7,5,Hyundai,7
265,Mahindra Scorpio,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,9,Mahindra,11
266,Tata Sumo,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223.0,7,Tata,7
267,Tata Tiago,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5,Tata,5
268,Tata Zest,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5,Tata,7
269,Hyundai Accent,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,12.5,5,Hyundai,14
270,Honda Brio,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109.0,5,Honda,8
271,Hyundai Grand,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114.0,5,Hyundai,7
272,Tata Manza,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200.0,5,Tata,10
273,Maruti Alto,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,17
274,Tata New,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320.0,7,Tata,11
275,Mahindra Bolero,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,13
276,Mahindra Bolero,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,15
277,Mercedes-Benz GL-Class,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,400.0,5,Mercedes-Benz,4
278,Maruti Omni,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8,Maruti,6
279,Hyundai Grand,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,5
280,Hyundai Grand,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,5
281,Hyundai i10,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8,5,Hyundai,9
282,Maruti Swift,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,Maruti,6
283,Hyundai i10,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8,5,Hyundai,11
284,Maruti Swift,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5,Maruti,10
285,Maruti Swift,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5,Maruti,10
286,Mahindra Bolero,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,Mahindra,8
287,Hyundai Verna,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,154.9,5,Hyundai,8
288,Hyundai i20,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5,Hyundai,7
289,Maruti Baleno,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,113.0,5,Maruti,3
290,Hyundai i20,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,11.4,5,Hyundai,12
291,Maruti Alto,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,17
292,Maruti Swift,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,5
293,Maruti Swift,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,Maruti,8
294,Hyundai Grand,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5,Hyundai,7
295,Maruti Swift,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5,Maruti,8
296,Chevrolet Beat,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108.0,5,Chevrolet,10
297,Tata Tigor,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,114.0,5,Tata,4
298,Maruti 800,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,16
299,Honda City,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5,Honda,5
300,Honda City,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5,Honda,5
301,Maruti Ertiga,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,130.0,7,Maruti,9
302,Nissan Terrano,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248.0,5,Nissan,8
303,Honda City,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145.0,5,Honda,8
304,Renault KWID,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
305,Toyota Innova,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,8,Toyota,9
306,Maruti Wagon,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,5
307,Hyundai Creta,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5,Hyundai,4
308,Tata Tiago,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,5
309,Hyundai Grand,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,4
310,Maruti Baleno,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5,Maruti,6
311,Maruti Swift,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,11.5,5,Maruti,11
312,Maruti Swift,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,114.0,5,Maruti,10
313,Maruti Swift,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,Maruti,8
314,Hyundai i20,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,11.4,5,Hyundai,12
315,Maruti Zen,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5,Maruti,19
316,Maruti Celerio,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,Maruti,5
317,Toyota Innova,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,8,Toyota,15
318,Maruti Ritz,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,190.0,5,Maruti,11
319,Nissan Micra,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,Nissan,11
320,Maruti Zen,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5,Maruti,20
321,Hyundai Verna,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,154.9,5,Hyundai,9
322,Maruti Zen,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,90.0,5,Maruti,15
323,Maruti Alto,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5,Maruti,17
324,Maruti Swift,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,190.0,5,Maruti,11
325,Maruti A-Star,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90.0,5,Maruti,12
326,Maruti Ertiga,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7,Maruti,9
327,Maruti Swift,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5,Maruti,14
328,Nissan Micra,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,Nissan,11
329,Maruti Wagon,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5,Maruti,17
330,Ford Figo,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,Ford,12
331,Mahindra XUV300,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,200.0,5,Mahindra,3
332,Hyundai Creta,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9,5,Hyundai,5
333,Maruti Swift,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
334,Datsun GO,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,104.0,5,Datsun,6
335,Hyundai Grand,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,7
336,Toyota Fortuner,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,420.0,7,Toyota,4
337,Renault KWID,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,72.0,5,Renault,4
338,Honda Brio,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,109.0,5,Honda,10
339,Volkswagen Ameo,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,110.0,5,Volkswagen,3
340,Nissan Sunny,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,134.0,5,Nissan,10
341,Toyota Etios,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,170.0,5,Toyota,9
342,Hyundai i10,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.8,5,Hyundai,13
343,Renault Duster,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,200.0,5,Renault,8
344,Mahindra XUV500,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330.0,7,Mahindra,10
345,Toyota Innova,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,20.4,7,Toyota,14
346,Tata Indigo,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,100.0,5,Tata,11
347,Hyundai Elantra,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,177.5,5,Hyundai,9
348,Mercedes-Benz New,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,400.0,5,Mercedes-Benz,9
349,Tata Nano,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,51.0,4,Tata,10
350,Nissan Micra,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5,Nissan,9
351,Maruti Wagon,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5,Maruti,17
352,Maruti Swift,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5,Maruti,6
353,Hyundai i10,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,111.7,5,Hyundai,12
354,Renault KWID,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
355,Volkswagen GTI,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,250.0,5,Volkswagen,6
356,Jaguar XE,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5,Jaguar,5
357,Lexus ES,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,Lexus,3
358,Jaguar XF,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,Jaguar,5
359,Tata Safari,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,Tata,7
360,Volvo XC40,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5,Volvo,3
361,Toyota Camry,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,Toyota,6
362,Maruti Wagon,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,Maruti,9
363,Maruti Baleno,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,4
364,Honda Jazz,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,Honda,6
365,Toyota Innova,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,9
366,Maruti Swift,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,3
367,Toyota Etios,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,Toyota,5
368,Maruti Swift,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
369,Hyundai Grand,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,5
370,BMW X4,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
371,BMW X4,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
372,Honda Amaze,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,Honda,3
373,Skoda Rapid,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,Skoda,6
374,Volvo V40,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,Volvo,4
375,Hyundai i10,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,111.7,5,Hyundai,12
376,Honda CR-V,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,218.0,5,Honda,13
377,Maruti Swift,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,7
378,Hyundai Verna,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5,Hyundai,8
379,Toyota Innova,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,8,Toyota,17
380,Maruti SX4,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,200.0,5,Maruti,10
381,Hyundai Verna,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,14.9,5,Hyundai,13
382,Hyundai Verna,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,24.0,5,Hyundai,13
383,Maruti Alto,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,6
384,Honda City,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145.0,5,Honda,4
385,Maruti Swift,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190.0,5,Maruti,5
386,Tata Indigo,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,13.5,5,Tata,10
387,Maruti Eeco,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,85.0,5,Maruti,2
388,Maruti Alto,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5,Maruti,8
389,Mahindra XUV500,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,330.0,7,Mahindra,6
390,Maruti Alto,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,Maruti,12
391,Hyundai EON,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5,Hyundai,9
392,Tata Tiago,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5,Tata,4
393,Maruti Eeco,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,101.0,5,Maruti,9
394,Jaguar XE,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5,Jaguar,5
395,Lexus ES,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5,Lexus,3
396,Jaguar XF,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5,Jaguar,5
397,Tata Safari,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7,Tata,7
398,Volvo XC40,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5,Volvo,3
399,Toyota Camry,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5,Toyota,6
400,Maruti Wagon,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5,Maruti,9
401,Maruti Baleno,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5,Maruti,4
402,Honda Jazz,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5,Honda,6
403,Toyota Innova,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,9
404,Maruti Swift,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,3
405,Toyota Etios,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5,Toyota,5
406,Maruti Swift,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5,Maruti,4
407,Hyundai Grand,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,5
408,BMW X4,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
409,BMW X4,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5,BMW,3
410,Honda Amaze,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5,Honda,3
411,Skoda Rapid,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5,Skoda,6
412,Volvo V40,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5,Volvo,4
413,Honda Amaze,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,160.0,5,Honda,3
414,Hyundai Creta,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5,Hyundai,5
415,Maruti Alto,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5,Maruti,12
416,Hyundai Xcent,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,180.4,5,Hyundai,7
417,Toyota Innova,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,7
418,Toyota Etios,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,170.0,5,Toyota,9
419,Maruti Swift,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,5
420,Toyota Innova,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7,Toyota,14
421,Nissan Micra,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,160.0,5,Nissan,11
422,Maruti 800,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,13
423,Maruti Swift,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5,Maruti,9
424,Volkswagen Polo,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,230.0,5,Volkswagen,7
425,Mahindra Verito,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,160.0,5,Mahindra,11
426,Maruti 800,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,Maruti,18
427,Maruti Swift,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,6
428,Hyundai Xcent,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,113.75,5,Hyundai,7
429,Maruti 800,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4,Maruti,12
430,Maruti Celerio,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,Maruti,8
431,Ford Figo,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,160.0,5,Ford,7
432,Tata Safari,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7,Tata,10
433,Ford Figo,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5,Ford,6
434,Maruti Celerio,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,Maruti,8
435,Hyundai Creta,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151.0,5,Hyundai,6
436,Maruti Swift,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,3
437,Tata Hexa,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400.0,7,Tata,4
438,Ford EcoSport,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5,Ford,4
439,Hyundai i20,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,219.66,5,Hyundai,7
440,Hyundai i20,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,10
441,Honda Amaze,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,160.0,5,Honda,3
442,Mahindra Bolero,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7,Mahindra,7
443,Nissan Terrano,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,200.0,5,Nissan,7
